,expFolder,probe,_av_IDs,movement_correlation
3593,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,117,0.0065237908588662
540,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,248,0.0066326133389615
2969,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,417,0.0067955221158593
716,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,11,0.0068911082129109
3635,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,160,0.0068943854763388
1939,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,160,0.0071039107825349
3713,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,239,0.0071156655994509
3227,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,246,0.0071463013665797
2025,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,247,0.0072196634703638
3940,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,468,0.0072296827987067
3856,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,384,0.0075525826161499
3669,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,194,0.0076425262025907
2499,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,344,0.0076714196118354
1132,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,429,0.0082286845496459
552,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,261,0.0083054003494721
1946,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,167,0.0084456571943221
522,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,230,0.008492837204942
3199,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,218,0.0085603511459228
747,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,42,0.0086220702712046
3903,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,431,0.0088116432995339
4437,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,118,0.0088302988558957
3088,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,105,0.0089454923926996
203,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,206,0.0090366766554449
518,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,226,0.0093222013605025
3508,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,32,0.0095873728583836
1117,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,414,0.0096254203021981
3947,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,475,0.0099587751848829
4561,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,242,0.0100677321551599
2007,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,229,0.0101527660594693
3776,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,304,0.0103272212019408
2341,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,185,0.0106868568920317
1972,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,194,0.0107314438335681
706,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,0,0.0108732289278596
1192,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,489,0.0109196549363583
3412,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,432,0.0110246711761106
3826,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,354,0.0111096685845613
3552,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,76,0.0112354601512131
2602,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,50,0.0112411338489073
3608,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,132,0.0112457053757176
588,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,298,0.0114035454102502
3860,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,388,0.0115616167419158
550,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,259,0.0115648833513234
798,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,93,0.0117475264325676
3275,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,295,0.011965437890831
3118,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,136,0.0119693909669856
3521,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,45,0.0120841600529463
905,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,201,0.0121854551434995
867,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,162,0.0121972268965278
1127,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,424,0.0123047817383159
2953,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,401,0.0123856289354906
3195,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,214,0.0124039985282762
1066,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,363,0.0127197529178168
989,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,286,0.0128720586008079
3037,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,54,0.012962754864777
2112,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,334,0.0130351197427044
2167,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,7,0.0132040965007662
965,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,261,0.0133382640456675
2753,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,201,0.0133455227142688
280,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,283,0.0139658666969261
712,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,7,0.0139779675208745
2937,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,385,0.01403144179391
990,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,287,0.0141143521436714
2575,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,23,0.0141699567365073
3730,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,257,0.0142133207174698
3505,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,29,0.0142376292370446
904,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,200,0.0142435528142563
3783,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,311,0.0142489170271326
932,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,228,0.0142674644385806
1056,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,353,0.0143154789631029
2908,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,356,0.0144317219913491
566,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,276,0.0145880773536894
1006,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,303,0.0147972436151825
2259,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,102,0.0149338796105816
3243,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,262,0.0150185249631932
4641,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,33,0.015197657577763
1096,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,393,0.0152065081361245
3433,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,453,0.0152283641736224
2155,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,377,0.0152499375361351
390,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,94,0.0152960019889618
3614,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,138,0.0156367927441752
3120,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,138,0.0158601724661129
2559,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,7,0.016066029152811
442,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,148,0.0165419563856068
1050,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,347,0.0165603247780794
2420,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,265,0.0166744012280067
1152,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,449,0.016700649641738
2035,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,257,0.0167329171365383
755,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,50,0.0171666600911897
922,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,218,0.0171704276104516
2027,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,249,0.0173339125797609
2257,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,100,0.0174176221595263
2756,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,204,0.0175673624461709
943,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,239,0.0175760033650372
3115,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,133,0.0176656809413107
1014,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,311,0.0177302563584619
2615,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,63,0.0177649783687436
3453,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,473,0.0179125689873819
1198,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,495,0.0179277690801562
1158,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,455,0.0179327029308284
2125,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,347,0.0180060076353456
2666,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,114,0.0181075108846504
3623,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,148,0.0182350487885861
1983,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,205,0.018334462430343
4670,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,62,0.0184157222225298
805,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,100,0.0187574576837716
393,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,97,0.0188001747936245
3016,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,33,0.0188692179590572
1053,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,350,0.0189464305136555
274,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,277,0.019411567710806
3628,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,153,0.019609586524967
870,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,165,0.0199253288944256
2936,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,384,0.0200431057478505
2946,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,394,0.0202732153834808
3649,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,174,0.0204192772065761
841,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,136,0.0206646085148385
281,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,284,0.0207524501934379
2537,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,382,0.0209028104003256
745,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,40,0.0211024030085376
594,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,304,0.0211432139056474
3962,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,490,0.0212850776236452
2488,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,333,0.0213996189969835
3216,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,235,0.0215101419550811
936,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,232,0.021674671952637
773,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,68,0.0218233084495006
896,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,192,0.0218405997876114
3899,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,427,0.0218910545121422
4776,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,168,0.0219023995552648
349,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,53,0.0219413847079004
3329,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,349,0.0220080752764637
2976,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,424,0.0222631904677853
4415,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,96,0.0225267637578389
864,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,159,0.0226715806970952
3644,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,169,0.0230608914507286
816,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,111,0.0232139263211625
2262,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,105,0.023259371221246
3456,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,476,0.0233013609121007
2427,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,272,0.0236537959695583
803,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,98,0.0239047625534698
3024,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,41,0.0239818162205791
425,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,131,0.0240027779296388
477,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,185,0.0240532820748789
4774,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,166,0.0244899551278509
2268,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,111,0.0246111431754195
581,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,291,0.024789282321224
2845,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,293,0.0248626095546602
1858,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,79,0.0249072064569406
2057,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,279,0.0249199952913822
1190,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,487,0.0249526615398799
2991,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,6,0.025368508779271
3948,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,476,0.0254556003344117
2864,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,312,0.0254773111590767
1072,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,369,0.0255824627538825
1003,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,300,0.025617239717844
3040,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,57,0.025720699724341
3113,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,131,0.0258714430615061
3165,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,184,0.0260327818910568
1017,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,314,0.0264061592562009
3079,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,96,0.0264868086882314
929,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,225,0.026536323128808
2366,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,210,0.0265566208385872
3371,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,391,0.0267005328951603
3542,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,66,0.0268349349279028
3295,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,315,0.0269166712452901
2332,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,176,0.0272183232121895
2639,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,87,0.0273130364480498
2751,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,199,0.0274199396579719
3889,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,417,0.0279565410073684
3705,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,231,0.0282584970047858
538,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,246,0.0283535920921536
4662,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,54,0.0285736091807778
829,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,124,0.028625632609207
325,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,29,0.0288036858657073
4451,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,132,0.0290844564127625
371,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,75,0.0291381945556392
2367,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,211,0.0291609029024365
3378,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,398,0.0292960483339227
2837,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,285,0.0295308393444446
739,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,34,0.0296047795783848
749,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,44,0.0296170328456404
2296,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,140,0.0300813233322942
858,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,153,0.0303171809866352
2614,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,62,0.0307896988829596
2978,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,426,0.0309850152520067
3085,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,102,0.0311185187899726
4423,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,104,0.0311365715091487
2667,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,115,0.0311542536108606
2617,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,65,0.0315128036712075
585,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,295,0.0321205510500982
3689,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,215,0.0321300989717813
3343,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,363,0.0322143557390807
810,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,105,0.0322898005444849
114,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,116,0.0324992771099189
2665,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,113,0.0326841927157699
1089,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,386,0.0329932512680626
2872,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,320,0.0331745307394171
3609,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,133,0.0332007297824491
2494,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,339,0.0332506190950929
2824,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,272,0.0333327545235014
3160,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,179,0.0336747634392564
2909,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,357,0.0336781441876856
802,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,97,0.0336816751671823
860,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,155,0.0337748372438253
3926,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,454,0.0340575860379396
4697,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,89,0.0343939777126241
3677,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,202,0.0344256427370926
2894,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,342,0.0346392528528179
646,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,356,0.0346765421018064
2430,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,275,0.0346958326852049
1195,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,492,0.0351008088269064
995,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,292,0.0354291402108045
368,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,72,0.0354827209985855
80,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,82,0.0355030278031075
815,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,110,0.0356438293439566
4648,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,40,0.0358439784415556
244,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,247,0.0359321461413199
866,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,161,0.035943714855533
2139,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,361,0.0363860783440217
3736,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,263,0.03642801009066
3225,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,244,0.036577472660334
897,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,193,0.0366487354198068
2343,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,187,0.0366515200145741
3519,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,43,0.0370055709402238
812,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,107,0.0370768785330593
3544,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,68,0.0371031502298368
1885,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,106,0.0371083701730979
3285,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,305,0.0372297176629163
3299,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,319,0.0372611892805294
3144,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,162,0.0373607809085519
861,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,156,0.0375166696597782
2298,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,142,0.0381713918940849
3539,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,63,0.0384571567197283
1928,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,149,0.0387846891673094
2120,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,342,0.0392559615773881
871,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,166,0.0395114099141157
3568,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,92,0.0398057491235563
1199,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,496,0.0399086738585825
3269,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,289,0.0401762275101787
3181,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,200,0.0402333308321611
2800,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,248,0.0404514934118653
3215,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,234,0.0406008375860944
997,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,294,0.0407049544203761
2874,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,322,0.0408396446901291
3290,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,310,0.0409311766785814
3281,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,301,0.0412705060611287
674,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,384,0.04161271599593
525,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,233,0.0421950951653972
2052,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,274,0.0422952843209864
3266,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,286,0.0429831858772514
2284,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,127,0.0433329380117459
416,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,122,0.0437211211132175
3848,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,376,0.0437852593782036
565,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,275,0.043912941351086
4638,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,30,0.0443183415985626
3039,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,56,0.0443557919683209
197,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,200,0.0445003787457069
1835,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,56,0.0445089787925458
811,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,106,0.0445429523497633
2355,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,199,0.0446687222142836
986,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,283,0.0448009019176065
3166,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,185,0.0450688979027781
806,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,101,0.0452255427867521
2990,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,5,0.0452485024090434
3221,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,240,0.0454924822714234
4810,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,202,0.0457573965676899
2207,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,48,0.0458146264775194
568,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,278,0.0458251596441727
3102,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,120,0.0458671936657145
750,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,45,0.0460139066453593
2993,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,8,0.0460652061892537
2879,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,327,0.0463214300846724
2253,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,96,0.0463453077150133
3739,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,266,0.0464893969653345
3626,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,151,0.0467979181515686
3490,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,14,0.0471152163626952
4405,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,86,0.0471338824795373
1114,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,411,0.0471771106907814
3019,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,36,0.0471896004225105
1180,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,477,0.0479557671681322
2632,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,80,0.0480143994918216
3095,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,113,0.0485392133624609
2608,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,56,0.0486815262387591
1891,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,112,0.0491148638379409
3324,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,344,0.0491718438725906
4772,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,164,0.0491887833517955
981,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,278,0.0494087129319428
4412,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,93,0.0494248986308942
2016,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,238,0.0494311531277477
