,expFolder,probe,_av_IDs,movement_correlation
1173,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,470,0.0495914188995894
660,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,370,0.0496502978264243
1040,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,337,0.0498176494486142
2419,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,264,0.0499035843475188
2074,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,296,0.0499432792796496
2777,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,225,0.0500827441813731
199,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,202,0.0500927674722468
521,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,229,0.0501435830739786
1005,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,302,0.0507603827137234
2795,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,243,0.0509938853651559
735,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,30,0.0510425641783234
2364,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,208,0.0510894021429622
3291,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,311,0.0514964807005373
2168,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,8,0.0516662561636846
423,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,129,0.0517648742773404
4770,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,162,0.0517976478390796
3112,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,130,0.0520920017502076
2810,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,258,0.0522667522644927
2607,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,55,0.0524954242551791
3103,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,121,0.0525955950166395
1889,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,110,0.0528295343312657
2536,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,381,0.0531595899439333
2552,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,0,0.0533716532446716
3416,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,436,0.0538051752917861
994,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,291,0.0538439938948514
746,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,41,0.0538487303798721
1026,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,323,0.0540672748302523
808,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,103,0.0541061355244506
975,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,272,0.0542809780546014
3303,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,323,0.0546145446717567
115,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,117,0.0551217779302322
3196,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,215,0.0552887356840337
2827,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,275,0.0553343805639761
1829,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,50,0.0553630369386881
3954,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,482,0.0553633370661201
3177,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,196,0.0553965088419503
2590,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,38,0.0559219538622223
3094,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,111,0.0559784329417068
2631,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,79,0.0560745331764058
2202,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,42,0.0570388313174812
1848,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,69,0.0570997982248989
561,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,271,0.0572576752985743
3321,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,341,0.0574002238502695
797,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,92,0.0574173797858598
647,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,357,0.0575062349193826
2565,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,13,0.057703103967471
2594,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,42,0.0584606501111637
3162,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,181,0.058646114320638
1833,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,54,0.0587850758342068
2823,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,271,0.0591954171557106
3784,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,312,0.0592208663967183
983,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,280,0.059260433011833
2124,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,346,0.0593959328098528
418,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,124,0.0596330021757918
1021,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,318,0.0596606729727926
1982,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,204,0.0597956917229029
3274,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,294,0.0599489393714123
2866,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,314,0.0600129226391477
104,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,106,0.0600846333450664
178,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,181,0.0605784134730216
2435,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,280,0.062228541981068
151,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,153,0.0622910306619289
774,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,69,0.062345014469122
2040,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,262,0.0623488240442118
1973,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,195,0.062384632041227
4640,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,32,0.062471566620572
3248,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,267,0.0630826254738409
3312,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,332,0.0630975278118502
2601,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,49,0.0632440797040165
830,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,125,0.0636529083534297
3317,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,337,0.0637706234876346
2663,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,111,0.0641844014813067
649,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,359,0.064405873682813
1169,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,466,0.0649904506578091
3154,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,172,0.0651040922308852
1093,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,390,0.0651274735348532
3785,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,313,0.0651777835521562
3591,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,115,0.0653766102496639
395,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,99,0.0660002019477564
1136,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,433,0.0660466495305352
2048,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,270,0.0662282454166334
86,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,88,0.0663196954427888
692,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,402,0.0668882362962369
2880,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,328,0.0674053843015548
1168,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,465,0.0675953249138455
398,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,102,0.0676452245341226
3117,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,135,0.0677709985967111
3415,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,435,0.0677754974341158
2745,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,193,0.067963275831691
2642,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,90,0.068067704691601
2569,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,17,0.0688038784705588
3192,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,211,0.0688536214593222
913,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,209,0.0691752060975049
2326,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,170,0.0692399317473387
909,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,205,0.0694705232520051
103,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,105,0.0695607616106383
3489,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,13,0.069594225420836
3236,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,255,0.0702539516721504
1850,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,71,0.0707529861954914
1901,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,122,0.0711444429629872
3109,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,127,0.0711525831619037
2490,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,335,0.072451039245208
813,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,108,0.0725034934450095
3280,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,300,0.0725270052397763
3340,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,360,0.0732718042208812
3169,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,188,0.0733049740479962
3600,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,124,0.073738020212572
3865,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,393,0.0737396366985433
2757,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,205,0.0744469767661448
2855,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,303,0.0746546409091309
3078,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,95,0.0748407917237655
999,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,296,0.075682219685022
622,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,332,0.0757728946107316
3106,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,124,0.0759084167904132
3538,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,62,0.0760854676629749
2185,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,25,0.0761933536745627
1817,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,37,0.0763269732904036
3717,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,243,0.0765666222457498
1959,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,181,0.0766104390856509
2893,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,341,0.0767700847748025
3413,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,433,0.0771915662379508
1842,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,63,0.0771924106033197
2721,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,169,0.0774757440631436
2857,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,305,0.0777868512097413
2581,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,29,0.0778280452675536
926,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,222,0.0779725151753445
571,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,281,0.0783077783610694
3536,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,60,0.0783357584131818
2002,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,224,0.0783896003590029
2822,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,270,0.0788295494851493
2825,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,273,0.0789234569553327
2359,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,203,0.0798266079104236
2105,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,327,0.0799026077137617
3586,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,110,0.0800571509672071
2362,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,206,0.0801086933946893
3052,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,69,0.0805903130525268
420,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,126,0.0806341513821728
2774,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,222,0.0808407267731221
326,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,30,0.0809068680711412
3714,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,240,0.0809669918171546
3212,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,231,0.0811586763037224
2330,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,174,0.0813750369299738
2423,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,268,0.0818413523744965
3465,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,485,0.0821978869118158
573,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,283,0.0828374112653632
2609,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,57,0.0839060480345101
136,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,138,0.0839530158677237
1150,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,447,0.0842368082291937
271,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,274,0.0842505475564633
562,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,272,0.0843303972441036
2233,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,76,0.0846046456445483
657,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,367,0.0846365878533085
1985,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,207,0.0850352443792851
3646,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,171,0.0850477338305644
2234,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,77,0.0853138030563068
144,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,146,0.0854286616155722
4646,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,38,0.0856606838852163
859,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,154,0.085978311778629
3287,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,307,0.0864499191180602
84,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,86,0.0866063828315967
184,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,187,0.0866568769862406
3656,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,181,0.0871947337616076
3002,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,17,0.0878709735320881
2264,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,107,0.0879907964838634
3565,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,89,0.0882915453400138
1897,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,118,0.0886809367172726
3470,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,490,0.0888565885824721
380,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,84,0.0890955840488912
849,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,144,0.0891192656694594
3314,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,334,0.0892819267777433
587,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,297,0.0895512506710468
3334,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,354,0.0907764887233353
2094,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,316,0.0909575821695474
331,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,35,0.0910541371058615
2662,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,110,0.0914466011833972
3555,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,79,0.0918701140347386
862,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,157,0.0922662176013109
2294,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,138,0.092628029185952
4424,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,105,0.0937475795197962
1828,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,49,0.0940300412405839
187,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,190,0.0945150822757395
243,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,246,0.0959390900148577
2305,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,149,0.096065660335285
135,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,137,0.0962346272977084
287,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,290,0.0962449172788091
984,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,281,0.0962952162884848
1843,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,64,0.0964698150974112
2975,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,423,0.0975200456521798
2612,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,60,0.0980406316444607
2510,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,355,0.098106135092846
185,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,188,0.0981316296284393
1095,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,392,0.0982650686881826
4442,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,123,0.0988400442792111
857,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,152,0.0989007856532319
464,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,170,0.0991228098133279
3007,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,22,0.0992920799823889
430,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,136,0.0995367811192354
743,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,38,0.0996333470485829
3273,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,293,0.0996422359767342
2654,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,102,0.0997808000847896
2005,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,227,0.1000869049257631
4404,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,85,0.1000936934484734
1142,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,439,0.1001678026319052
3836,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,364,0.1005007198322481
2261,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,104,0.1005111144185808
457,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,163,0.1011064923537608
3351,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,371,0.101320335572491
764,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,59,0.1013568646603753
2238,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,81,0.1014314367998978
1044,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,341,0.1025249991129425
846,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,141,0.10374549525376
216,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,219,0.1041044051823974
2201,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,41,0.1041854147247671
1960,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,182,0.104624017442526
2508,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,353,0.1051138498721355
1802,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,20,0.1052328827993646
2170,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,10,0.1055347852354958
2157,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,379,0.1057375400941384
64,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,66,0.1059623310750541
543,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,251,0.1064940100098521
2543,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,388,0.106534692807454
3293,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,313,0.1066344540776731
157,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,159,0.107013240479798
2004,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,226,0.107277215048327
2619,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,67,0.1076343689472921
817,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,112,0.1077848864467023
3048,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,65,0.1081777255082262
265,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,268,0.1085541021350015
2995,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,10,0.1086452394303581
3310,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,330,0.1095779607151618
2114,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,336,0.1096520056871998
809,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,104,0.109741656979159
3651,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,176,0.1098136755787615
2308,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,152,0.1102461009781777
1008,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,305,0.1102666690534959
260,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,263,0.1110717262394316
3193,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,212,0.1111546321511945
2816,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,264,0.1115400194346238
578,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,288,0.1122595465450262
2354,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,198,0.1135866396345236
240,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,243,0.1143966341154825
1876,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,97,0.1147291440892858
3525,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,49,0.1147776298209398
382,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,86,0.1156362828652636
670,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,380,0.1157120895730076
3468,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,488,0.1161696745231996
2651,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,99,0.1164552665371466
4644,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,36,0.1167755694076195
2151,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,373,0.1179557253211789
3031,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,48,0.119807677483071
165,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,167,0.1202782659937143
2661,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,109,0.121596520705177
821,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,116,0.121645707969273
1869,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,90,0.1218099880276014
290,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,293,0.1220722718482004
707,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,1,0.1223516980510328
2357,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,201,0.122716627625319
2828,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,276,0.1229736197504853
445,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,151,0.1234397358577253
3034,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,51,0.1238699663745036
373,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,77,0.1241384433939654
519,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,227,0.1243538052189938
383,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,87,0.1245888207663628
3268,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,288,0.1257210261942889
2550,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,395,0.1258518223556181
1193,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,490,0.1269860546440751
2604,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,52,0.127300077667728
3356,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,376,0.1278317307820275
580,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,290,0.1279609944268303
2929,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,377,0.1283179506877112
2300,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,144,0.1287136615855002
1092,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,389,0.1289325080592712
141,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,143,0.128938578925436
150,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,152,0.1293764027954338
2616,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,64,0.1294165393749338
4637,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,29,0.1308232102982029
288,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,291,0.130839518402504
2789,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,237,0.1312365826074876
2927,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,375,0.1315454077655523
1855,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,76,0.1315602708879321
3424,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,444,0.1332389353913406
793,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,88,0.1332982288655373
159,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,161,0.1339187122129012
2103,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,325,0.1345090195568175
2541,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,386,0.1354077950997052
863,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,158,0.1356696367020015
2625,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,73,0.1358490589595767
